id	review	Food	Interior	Price	Whole	Service
37819	очень долго выбирать ресторан новогодний карпоратив выбор останавливаться год кафе " кон коронеля " шкапин оказываться дальнейший это правильный выбор проводить время место оставаться положительный воспоминание очень понравиться шоу программа ведущий самый начало самый конец вечер создавать доброжелательный непренуждать атмосфера )) план кухня обслуживание нарекание официант весь дружелюбный дело знать повод банкетный меню хотеть сказать отдельный спасибо администратор ирина очень долго обсуждать находиться стол вечер полностью оправдывать ожидание огромный спасибо ресторан весь персонал превосходный вечер следующий год вопрос выбор место новогодний корпоратив стоить кон коронеля	positive	positive	absence	positive	positive
10942	недавно отмечать сан день рождение безумно понравиться гость восторг прекрасный интерьер хороший обслуживание быстро ненавязчивый кухня понравиться восточный блюдо европейский японский компания разный вкус это очень порадовать каждый находить подходящий блюдо большой порция весь очень вкусно очень понравиться кальян большой выбор коктейль некоторые очень неплохой особенно понравиться оргазм клубничный маргарита целое оставаться довольный советовать	positive	positive	absence	positive	positive
5037	нравиться приятный очень уютный место быстрый вежливый обслуживание вкусный свежий пиво особенно понравиться местный свежесваривать кухня ... пробовать многое претензия хвалебный ода тянуть .... отмечать " БКС "( большой кусок свинина ) - это рекомендовать ловить мысль это место хотеться вернуться именно из-за уют особенно второй этаж нравиться из-за свежий легкий пиво отзыв .... часть второй )))) главное пивной ресторан это пиво оно 5+ огромный плюс любимый хлебный греночка сыр сушка перчик .... отдельный спасибо ))) совершенно хотеть обижать юрий семенов отсутствие хвалебный ода .... вкус разный угождать ;) десертик понравиться карпаччо ананас манго имбирный соус необычненько )) хотеться написать ваш внимательный отношение посетитель .... заказывать посещение сырный шарик некоторый время официантка извиняться попросить заказывать закуска счет заведение т сырный шарик кухня происходить какой-то проблема замена счет заведение это приятно удивлять	positive	positive	absence	positive	positive
7824	праздновать ресторан др праздник семейный поэтому хотеться посидеть уютный место хороший кухня заказывать столик день этаж приход сообщать час прийти новый гость забронировать это стол это как-то омрачать первый впечатление заведение практически весь кухня мир начинать салат ужасно салат цезарь придумывать соус невкусный курица сухой пробовать салат авокадо горячий манта наверное покупной либо вообще уметь готовить единственный понравиться гость это десерт пирожное очень вкусный особенно торт шоколад уходить это ресторан голодный недовольный оставлять тысяча еда+ каждый заказывать алкогольный коктейль	both	absence	neutral	negative	negative
5831	ходить молодой человек пятница ноябрь кухня отличный интерьер вообще высоко всякий похвала место довольно заказывать салат цезарь ролл радуга чизкейк салат вкусный единственный понравиться соус какой-то странный ролл радуга брать ролл огромный рот влезать вкус нормальный чизкейк вкусный слишком клубничный пюре тарелка молодой человек брать рис курица очень очень вкусный цена весь руб ), мисо суп очень вода безвкусный тирамис очень понравиться единственный долго ждать пока приносить меню очень странно обычно меню нести быстро обслуживать быстро официант очень улыбчивый вежливый общий целый понравиться прийти	both	positive	positive	positive	both
28745	день рождение девушка решать сходить ресторан выбирать " мидзука " основываться отзыв сайт ошибаться очень уютный место вкусный еда заказывать ролл рис курица ), музыка ненавязчивый тихий сервис хороший , - официантка замечать смотреть , - делать вид замечать подходить :) ждать заказ приходиться ожидать ресторан тарелка появляться ровно момент первый приходить голова пора все-таки приносить )) общий вечер проводить замечательно водить туда друг	positive	positive	absence	positive	positive
11825	прогулка решать подруга зайти перекусить ресторан последний давно год назад помнить самый вкусный пицца тонкий тесто именно Da Albertone пора получаться навещать итальянский место очень рад сей пора существовать развиваться общий целое впечатление складываться довольно приятный вход сразу встречать официант гардеробщик вежливо раздевать проводить зал выбирать японский стиль заказывать паста карбонар ролл филадельфияя десерт решать взять тирамис карбонар прекрасный ароматный дымиться паста пока хороший пробовать !!! филадельфия удаваться попробовать сделать отлично хороший кусок лосось филадельфия чуток рис смело взять следующий десерт тирамис просто таять рот ))) классический нежный кубик атмосфера порадовать теплый уютный спокойный место фоновый музыка разговор мешать единственный минус дамский комната ощущение очень часто убираться урна полностью забивать	positive	both	absence	positive	positive
19503	сегодня подруга посещать данный заведение очень понравиться обслуживание порадовать вход доброжелательный улыбчивый администратор екатерина встречать посадить очень хороший столик откуда открываться отличный вид обслуживать очень приятный девушка официант заказывать фондю обслуживать очень оперативно порадовать это сказываться качество блюдо официант весь обслуживающий персонал отлично знать дело молодец " чердак художник " часто посещать место город спасибо большой хороший настроение весь день !!!!	positive	positive	absence	positive	positive
26330	пятница число друг проходить мимо ресторан видеть большой вывеска решать зайти посмотреть открытие олимпиада приятно удивлять простата интерьер качество кухня спасибо огромный шеф повар ), огромный выбор закуска пиво особенно понравиться " перчик халапен " ( кажется называться это бесподобный блюдо ), умеренный цена большой порция немного ресторан город вкусно итак дорого покушать !!!! приятно удивлять обслуживающий персонал девушка обслуживать редкий имя антонина разбираться предсталенный ресторан еда умело порекомендовать разный закуска пиво !!! около сорт любой вкус бармен становиться просто любой вопрос пиво умело подбирать каждый пиво вкус замечательно пивной бар !!!! весь гроссенштрасса !!!!!!!!!!!!!!!!!	positive	positive	positive	positive	positive
12591	недавно переезжать пушкин абсолютно время прогуливаться парк говорить какой-либо ресторан недавно везти выкраивать время пойти екатериненский парк погода выдаваться ужасный решать скрываться какой-нибудь уютный кафе подходить первый человек идти встреча поинтересоваться хороший место выпивать кофе мужчина сомневаться отвечать улица московский чудесный кафе " White Rabbit " прийти туда удивлять очень уютный атмосфера приветливый персонал интерьер отдавать должное хозяин дизайнер день пить американо пожалуй самый вкусный филадельфия оставаться довольный продукт свежий кофе ароматный неделя сходить подруга заказывать стейк стриплойн бутылка красный вино стейк редко встречать спб очень вкусный очень понравиться кстати обслуживание очень приятный видно тарелка исчезать сразу .! думать пойти вечер итальянский вино Novello спасибо чудесный место пушкин удача	positive	positive	absence	positive	positive
33693	приятный итальянский ресторанчик претензия минус обслуживание долго ждать официант меню интерьер простой внутри снаружи блюдо заказывать томатный суп ризотто белый гриб паста креветка цезарь порция достаточно большой весь вкусно цезарь курица очень расстраивать соус невкусный рыбный запах хороший место вкусный трапеза итальянский кухня умерять цена	both	neutral	positive	positive	negative
22527	сегодня отмечать день рождение небольшой компания шесть человек размещать VIP зал понравиться оформление стол подсвечник гореть свеча создавать уютный атмосфера семейный торжество обслуживание прекрасный тарелка убирать сразу новый блюдо приносить быстро ничто ждать кухня приятный удивлять особенно размер порция свежий отменно вкусный единственный " "- отсутствие живой музыка вечер приятный иза сравнительно небольшой деньги отлично отдыхать поесть следующий думать пойти отмечать какой-нибудь торжество	positive	both	positive	positive	positive
39042	замечательный ресторан ходить туда оба оставаться очень довольный интерьер простой лаконичный уютно как-то по-домашнему обслуживание улыбка это очень важный ), быстрый внимательный еда весь очень вкусно пробовать салат " цезарь ", спагетти карбонар лазание стейк лосось ), красиво оформлять достаточно быстро хотя народ немало общий ресторан большой спасибо обязательно прийти	positive	positive	absence	positive	positive
19383	встречаться подруга пообщаться выпивать пиво столик заказывать заранее встречать проводить приносить меню оперативный заведение небольшой очень камерный приятно интерьер обычный паб порадовать стеллаж книга мягкий диван .:) пиво вкусный выбирать заказывать отварной креветка креветка креветка какой-то слишком маленький руб ), салат " салмон " лосось неплохой пресноватый соус явно хватать кольцо кальмар кляр пиво нормально мясной чипсы говядина вкусно рагу вкусно напоминать бульон мясо королевский креветка соус очень вкусный блюдо руб ), сожаление весь цена помнить официантка весь зал пятница вечер весь столик занимать ), справляться напиток блюдо долго ждать приходиться хватать немного приветливость общий неплохо счет человек составлять около руб подводить итог сказать проводить время милый заведение	both	positive	neutral	positive	both
8759	дуглас оказываться случайно друг отмечать день рождение первый впечатление – потрясать размах продуманность интерьер сначала сидеть весь компания кабинка диван чувствовать комфортно приватно конец вечер расслабленно перебираться барный стойка удивлять гармоничный сочетание заведение ресторан бар касаться кухня заказывать европейский японский блюдо оставаться очень довольный весь вкусно порция средний размер – мало меню очень большой выбирать действительно широкий выбор алкоголь коктейль большой маленький линейка пиво висок словом выпивать поесть девочка мальчик напиток приносить сразу блюдо ждать приходиться долго хотя просто никуда спешивать :) резюме вечер удаваться весь отношение открывать новый заведение единственный минус – очень удобный месторасположение это препятствие :)	positive	positive	absence	both	positive
20417	это что-то мочь сказать постараться заходить ресторан сказка сказка сказка встречать улыбка очень приятно показывать свободный столик двое нормально любить ходить милый девушка приносить меню меню хороший скромный сидеть думать выбирать голодный желудок оно хотеть салат говяж вырезка 290р ), суп мясной 210р ), кара баранина 680р заказ хотеть взять сок девушка посоветовать натуральный морс соглашаться м м м великолепный салат пробовать суп очень необычный каре баранина пока лопнуть наверно хватить порция спасибо повар большой держать вкусно интерьер красивый вкус цвет гамма стул красиво удобно королевство сюда приходить любимый человек поужинать сервис хороший кое-какой минус думать самоустраняться поставлять видно человек стремиться хороший обязательно приезжать	positive	positive	absence	positive	positive
33976	03.09 отмечать ресторан " любимый " день рождение любимый праздничный ужин проходить этаж интерьер ресторан очень интересный обслуживающий персонал испортить весь праздничный вечер лично друг во-первых вовремя обслуживание официант анастасия уронить грязный прибор гость второй постоянно забирать посуда находиться еда пустой посуда оставлять стол конец вечер заказывать вода приносить минута это сказать весь время кушать мужчина заказывать бутылочка текила лимон соль приноситься отдельно разница время минута очень сильно удивлять рекомендовать идти данный ресторан петербург ресторан доступный цена качество обслуживание	absence	positive	absence	negative	negative
2616	обманывать друг сказать : " самый вкусный суша город ", получаться место интерьер ресторан располагать спальный район поехать путь интерьер аккуратный спокойный комфортный кухня прекрасный суша свежий рыба правильно сварить рис запекать таки классичесикий суша ролл чудо хороший весь порция внушительный размер :) очень вкусно давать вкусный вареник вишня плохо сервис быстро дело ошибка цена средний суша рубль ролл напиток дорогой общий впечатление приятный оказываться район ленинский проспект идеальный место любитель японский кухня рекомендовать ресторан ресторан обед ужин публика разный семейный пара парень зайти пообедать " район ", девушка подружка мама ребенок романтический свидание уверенный зайти перекусить просто повод понравиться балл кофе вкусный общий впечатление приятный спасибо вкусный обед	both	positive	positive	positive	positive
1434	как-то увидеть место безызвестный магазин открываться новый ресторан вид окно невский заставлять туда заглядывать интерьер разочаровывать наоборот очень обрадовать очень красивый уютный место обслуживать персонал очень приятный официант приходиться объяснять азиатский кухня знакомый предлагать описывать помогать выбирать подруга очень довольный выбор взять кокосовый суп морепродукт острый понимать это особенность кухня любить острый восторг блюдо подруга заказывать салат апельсин руккола лосось десерт брать манговый мусс лимонный десерт весь очень понравиться безумно вкусно !!!! советовать обязательно посещать заведение !!!!	positive	positive	absence	positive	positive
1289	июль отмечать свадьба ресторан анданте выбор ресторан подходить основательно разный предложение хороший данный ресторан ничто находить прекрасно начинать первый звонок ресторан общение администратор заканчивать сбор банкет приветливый обслуживающий персонал любой время личный общение телефон ресторан несколько вариант меню любой кошелек каждый меню большой выбор закуска горячий холодный горячий напиток гость прочее молодой оставаться полный восторг !!!) кухня супер атмосфера восхитительный интерьер хороший великолепный вид ресторан рекомендовать спасибо администрация	positive	positive	positive	positive	positive
12203	посещать данный ресторан начало сентябрь компания прелестный спутница общий впечатление складываться исключительно позитивный : - начинаться весь бронирование столик телефон вежливый администратор столик забронировать учет весь пожелание ; - приходить встречать приветливый девушка проводить столик вручать меню ; - столик окно мягкий диванчик очень уютно комфортно ; - сделать заказ приготавливать очень быстро мина стол ; - еда вкусный отдельно хотеть отмечать красивый сервировка блюдо ; - горячий официант порекомендовать вкусный десерт смочь отказываться итог данный заведение проводить около 2х час время прекрасно поужинать пообщаться обтановка уютный романтичный средний чек человек получаться рубль ужин сразу принимать решение скоро снова посещать сей заведение алексей т хххх255	positive	positive	neutral	positive	positive
17009	вчера друг решать весь таки посещать столь расхваливать заведение вход начинать разочаровываться зайти никто обязываться встречать первый этаж чей-то день рождение судя детский хотя думать манилов заведение стоить устраивать детский праздник ), далее подниматься второй этаж никто встречать вообще зал ресторан пустой компания разрешать проходить это понятие администрация начинать праздновать март очень наглый гость ), минута подходить официант принимать заказ заказывать коктейль паста греческий салат курица заказ ждать долго учитывать паста салат максимум готовиться полчаса ждать час спрашивать официант столько ожидать заказ прозвучать ответ : " знать минута банкет внизу повар успевать ....... ", сказать это оправдывать предупреждать повод еда паста ничто средненький чуток пересолить цезарь очень заветренный холодный кусочек куриный филе особо вдохновлять затем попросить счет долго мочь приносить заказ общий восторг	negative	absence	absence	negative	negative
12880	судить человек одежка ... май ... пасмурный теплый питерский вечер ... компания подруга решать прогуливаться центр перекусить решать Tefsi рядом слышать хороший встречать вход удивленно выглядеть тинейджер ), говорить компания " мочь позволять "))) говорить интерьер наверно предыдущий отзыв написать мочь сказать понравиться кухня порадовать хачапури отличный хинкали большой мясо чуть-чуть суховато баклажан запекать отменный люля неплохой хватать соус официант предлагать дополнительно заказывать хороший заканчиваться сервис это заведение ноль блюдо одновременно приносить итог весь остальной блюдо съедать тарелка грязный стол убирать самый главное приносить сдача чека сразу весь хороший впечатление ресторан испаряться естественно никто подходить уходить никто попрощаться чаевые оставлять считать персонал заведение зарабатывать " чай "	both	positive	absence	negative	negative
2073	день назад отмечать " ресторан " день рождение сегодня решать почитать отзыв заведение вечер просто испортить складываться впечатление где-то место неплохой интерьер неплохой кухня ... остальное просто ужас во-первых отвратительный обслуживание видеть нигде весь ресторан работать официантка странно просто справляться обилие заказ извинительный очень стараться например вино нести мина курить выходить улица это стоить кресло столик попросить приносить пепельница ... пообещать конец застолье это сделать закуска среди прочее заказывать оливка приносить конец вечер заказ вообще забывать просто извиняться отдельный история живой музыка хороший певец хороший голос ... маленький помещение это просто тихий ужас разговаривать невозможно конец стол сосед справа слева приходиться переспрашивать соглашаться вкус цвет товарищ ресторан нога весь друг обязательно предупреждать	positive	both	absence	negative	negative
37611	ходить ресторанчик часто бывать район пробовать очень вкусно любимый салат курина печень запекать суша тирамис приходиться усомниться качество свежесть блюдо :) интерьер симпатичный производить впечатление стильный .. главное очень уютно обслуживание .. разный сказать .. пора долго ждать неудобно приносить сразу .. это редко целое вежливый навязчивый обслуживание следить посуда пепельница .. нормально :) ресторан огромный спасибо первый очередь хороший кухня это демократичный цена :)	positive	positive	positive	positive	both
12341	ходить туда вчера интерьер необычный привлекать самый кафе очень холодно хотя конди включать тепло настойчиво попросить это спасать рука оледеневать просто кухня заказывать пицца ..... ничто особенный поесть допинг добавлять нечего =( хотеть десерт заказывать фрукт оказываться (((( заказывать чай вкус самый дешевый похожий официант весь время куда-то пропадать хотя народ вообще понравиться это повар прямо весь кафе ходить туда-сюда общий восторг заведение туда пойти	negative	negative	absence	negative	negative
2692	весь посещать ресторан китайский кухня тан жена гороховый самый любимый это место вкусно просто поесть дорогой роскошный интерьер изысканный меню зато получать отличный кухня быстрый качественный обслуживание год год ресторан становиться плохо мочь радовать несмотря бешеный популярность владелец держать марка позволять экономить качество еда зал полный это бывать случай ), ждать меню официант долго х минута простой пример февраль полный аншлаг момент садиться стол момент вынести первый блюдо проходить минута вкусно вкусно единственный минус нужно обязательно бронировать столик	positive	absence	absence	positive	both
36576	очень хотеться поделиться мнение друг оставаться очень довольный посещение заведение народ ... уютный мягкий диванчик очень приветливый персонал весь девушка голос здороваться заходить улыбаться )) очень приятно .. заказывать блюдо приносить очень быстро ... время быстро пролететь счет уютный атмосфера .. заказывать стейк говядина шашлычок гриб солянка цезарь курица овощ гриль очень понравиться ... ооочень спасибо повар цена качество соответствовать .. солянка руб цезарь стейк очень завышать цена надеяться далеко )) планировать проводить банкет ... петроградский хороший ресторан ..... советовать	positive	positive	positive	positive	positive
36049	почитать отзыв сайт решать посещать заведение действительно оказываться " уровень " понравиться красивый интерьер вежливый довольно быстрый обслуживание самый главное очень вкусно давно заведение возникать никакой претензия посидеть друг просто замечательно уходить хороший настроение обязательно зайти туда	positive	positive	absence	positive	positive
17572	приходить муж " небо " приблизительно февраль вход встречать неприятный молодой человек администратор честно говорить немного удивлять ... первый приходить ресторан весь время красивый девушка встречать .(!) ладно идти далеко время сутки ресторан народ огромный выбор место предлагать приседать мягкий удобный диванчик окно вид прекрасный буквально минута подходить любезный официант принимать заказ приблизительно минута наслаждаться теплый мексиканский салат карпаччо утиный грудки холодный закуска салат великолепный горячее очень порадовать официант внимательный любезный появляться момент нужно надоедать оставлять общий весь прекрасно очень понравиться .. приходить =)	positive	positive	absence	positive	both
7821	очень испортиться ресторан последний год цена выше обслуживание плохой кухня изменяться хороший сторона справлять др год назад хороший испортить праздник заранее специально приезжать день ), заказывать еда договариваться часы накрывать 7.30 стол ничто где-то около приносить пиво сухарик минута начинать приносить салат закуска горячий час приезжать заказывать заранее !? + договариваться жирафа пиво оказываться день занимать еда очень вкусный большой порция адекватный цена год сухарь становиться экономить приносить маленький сыр отдельно нужно платить вроде 50р салат цезарь испортиться порция мало тарелка лист обслуживание хромать официантка извиняться сказать день работать выходной становиться жаль оставлять хороший чаевые P S жаль приличный место испортиться	negative	absence	negative	negative	negative
20784	отличный место отличный кухня читать отзыв честно говорить половина оказываться вранье кто-то писать салат холодильник вкусный лаваш правда салат свежий ингредиент явно лента холодильник лаваш свежий съедать сразу салат успевать приносить кто-то говорить мясо долго готовить минута приносить сразу говорить подождать минута шашлык свежий таять никакой жир кость прибор даваться минус это минус ), отдельно зала курящий возможно персонал немного назойливый хотя самый бокал полный ждать несколько минута подходить многий заведение именно порция вполне нормальный огромный маленький самый главное это цена дешево очень вкусно сколько съедать выпивать шесть человек заведение попросту дорого уходить довольный сытый сюда отзыв место посещать человек ранг минимум депутат деньги ресторан ходить писать чушь салат холодильник	positive	absence	positive	positive	both
36483	удивлять наличие негативный отзыв данный заведение т лично оставаться полный восторг прекрасный обслуживание приветливый персонал демократичный цена очень вкусный еда большой порция ненавязчивый интерьер весь чисто аккуратно отличный качество какаоке плюс заказ банкет специальный предложение алкоголь приобретать вино шампанское водка цена производитель праздновать др гость оставлися довольный !! огромный спасибо персонал обязательно прийти снова !!	positive	positive	positive	positive	positive
8663	отмечать муж годовщина свадьба первый этаж ресттаун ресторан " венеция " несмотря пятница вечер занятый пара столик оказываться ресторан открывать 1.5 мес несмотря это ресторан высоко всякий похвала встречать очень приятный администратор галина интерьер просто замечательный помещение ресторан довольно большой это очень уютно мягкий диван подушка фоновый живой музыка место танец .. весь очень понравиться ожидать север очутиться милый итальянский местечко кухня обслуживание уровень двое поужинать алкоголь закуска горячий десерт 2500р блюдо понравиться абсолютно муж доедать тирамис .. пожалуй десерт придираться выбор пока маловат ресторан отдельный зал банкет детский комната взять вооружение вобщий очень рекомендовать обязательно прийти	both	positive	absence	positive	positive
1751	посещать чаплин холл поделиться впечатление заведение хороший сказать это ресторан корректный это скоро концертный зал возможность заказывать еда напиток зал очень просторный атмосферный свободный место предостаточно удобный столик небольшой компания друг знакомый меню достаточно разнообразный отдельный меню японский кухня это любитель например предпочитать традиционный кухня смешанный блюдо например любить русский человек сельдь шуба … краб пробовать просто название зацеплять попробовать палтус запекать – хороший красиво смотреться тарелка правда самый тарелка как-то намного большой палтус видимо принятый салат грибной хороший порция достойный кофе десерт – претензия вкусно итого приятный вечер хороший компания хороший место понравиться	positive	positive	absence	positive	neutral
35085	место очень интересный просто сходить стоять ... обслуживание просто кошмар последний советский столовая обслуживать приходить сильно голодный заказывать пара блюдо чай официант сказать заказ должный 1500р открывать столик высказывать вообще клиент оставлять вообще ... честно говорить очень неприятный ощущение заказывать коктейль честно говорить весь крутизна антураж большой туда идти хотеться дело деньги отношение жестко предупреждать депозит равный телефон бронировать ... пара слово кухня еда довольно вкусный очень маленький порция вообще россия ресторан почему-то	both	positive	absence	both	negative
